,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
247,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,FN1,CD44,2.1755388,0.0,4.449657,1.6193558,2.1784477,0.0772784,0.96674037,0.14098192709132398,0.0,0.0006935413091925821,1.663678956813519e-11
198,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL6A3,CD44,2.146292,0.0,4.353536,1.6987901,2.2316747,0.09103432,0.9663875,0.1389008047213235,0.0,0.00030901094106213574,1.3308420273901666e-10
876,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,PLAT,LRP1,2.0292733,0.0,4.084959,1.4822036,1.9445516,0.078812726,0.9653378,0.1349083796518725,0.0,0.002663092852818968,4.491250501487122e-10
419,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,PLAT,LRP1,1.9641404,0.0,3.8442755,1.4265356,1.7870917,0.074169114,0.96430737,0.12550159023428775,0.0,0.0039530696571611346,1.9806258822100805e-09
6407,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,PLAT,LRP1,1.9395144,0.0,3.6880624,1.3645682,2.113151,0.07115524,0.96358645,0.12100144827682915,0.0,0.00555563036327387,3.5921811828984427e-09
1786,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,PLAT,LRP1,1.9002678,0.0,3.6082485,1.3719438,1.7847527,0.06961536,0.9632007,0.12212312269855093,0.0,0.005364421539109963,3.868048257350297e-09
760,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,FN1,CD44,2.0190885,0.0,3.602381,1.4605265,2.0818374,0.06256353,0.96317184,0.11259261850828749,0.0,0.0032274318034639085,5.70381704526018e-09
6054,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,PLAT,LRP1,1.8743817,0.0,3.4707637,1.3089001,1.9556911,0.06696281,0.962506,0.11243831733501654,0.0,0.0077224737913446926,8.513505273768153e-09
721,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,COL6A3,CD44,1.9898417,0.0,3.5245628,1.5399607,2.1350644,0.07370014,0.96278256,0.11087647733495665,0.0,0.0016950445648554885,1.2120846630549256e-08
1664,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,FN1,CD44,2.0053406,0.0,3.5279279,1.4465699,2.0633159,0.061270487,0.9627996,0.11045421657106422,0.0,0.0035295727083512855,1.6625411536312202e-08
138,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL1A1,CD44,1.8263657,0.0,3.3020866,1.9921104,2.1678236,0.1209657,0.9615966,0.11013265409750561,0.0,5.3490352361232875e-05,2.21267400703475e-08
11037,PDO_DMSO_PDO,Fibroblast_DMSO_PDO_CAF,APP,LRP1,1.8232782,0.0,3.1740875,0.54208744,0.8908731,0.03139931,0.9608599,0.10945882358484753,0.0,0.04541728028297592,2.8724341970527458e-08
7110,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,PLAT,LRP1,1.8105091,0.0,3.2576692,1.2543085,1.9533521,0.06285149,0.96134573,0.10936752977090909,0.0,0.011390061736628706,3.651769663330621e-08
582,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,APP,LRP1,1.7898331,0.0,3.0261998,0.51212037,0.58033895,0.029936343,0.9599528,0.10901017562833253,0.0,0.05013238229354063,4.560625311371967e-08
1627,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,COL6A3,CD44,1.9760938,0.0,3.4517183,1.5260042,2.1165428,0.072176926,0.9624066,0.1087666741113473,0.0,0.0018789897021727622,5.6089430125385584e-08
14765,PDO_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,HSPG2,LRP1,1.8439887,0.0,3.2656658,0.5965414,0.8997419,0.039410755,0.96139127,0.10779343657175597,0.0,0.04541728028297592,6.80666160405035e-08
3494,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,FN1,CD44,1.784125,0.0,3.1632612,1.2360778,1.692131,0.054937217,0.96079564,0.10719993655736901,0.0,0.012990924040162471,8.16371688898547e-08
888,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,PSAP,LRP1,1.8571441,0.0,3.3238368,0.92799604,1.257122,0.0478015,0.9617176,0.10416490064376766,0.0,0.027645363681240452,9.690041636280241e-08
13458,PDO_SN38_PDO,Fibroblast_DMSO_PDO_CAF,HSPG2,LRP1,1.7579956,0.0,2.8854206,0.52065784,0.9084009,0.03482187,0.95902705,0.10168888176213553,0.0,0.04541728028297592,1.1395565580729155e-07
10865,PDO_DMSO_PDO,Fibroblast_DMSO_CAF,APP,LRP1,1.7581455,0.0,2.987072,0.48641932,0.7334132,0.029549276,0.9597019,0.10161811643136602,0.0,0.055059668434736184,1.3290215422984886e-07
5932,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,HGF,ITGB1,1.7786379,0.0,3.1586852,1.5974866,1.9522605,0.08971672,0.96076834,0.10108461294093642,0.0,0.0008899259137334631,1.7686584432818414e-07
36,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,APP,LRP1,1.7247005,0.0,2.8478978,0.4564523,0.4228791,0.02817251,0.9587691,0.101197953855721,0.0,0.07331802721540837,1.956809336200392e-07
14527,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,HSPG2,LRP1,1.778856,0.0,3.0732543,0.54087335,0.74228203,0.037088692,0.96024835,0.1000586201420216,0.0,0.04541728028297592,2.020814183099246e-07
15164,PDO_SN38_PDO_CAF,Fibroblast_SN38_PDO_CAF,HSPG2,LRP1,1.7149835,0.0,2.8845658,0.48628163,0.739943,0.034811556,0.9590212,0.09728887240281905,0.0,0.04541728028297592,2.9185271265143075e-07
430,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,PSAP,LRP1,1.7920115,0.0,3.1279979,0.872328,1.0996623,0.04498506,0.9605839,0.09666224458319582,0.0,0.04395187474133734,3.268149514240862e-07
12169,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,APP,LRP1,1.7333407,0.0,2.776401,0.46150514,0.70871997,0.027465237,0.9582636,0.09617323735041242,0.0,0.0863234153343245,3.644614929359691e-07
11306,PDO_DMSO_PDO,Fibroblast_SN38_PDO_CAF,APP,LRP1,1.6942729,0.0,2.8036747,0.4318276,0.7310742,0.02773504,0.95845866,0.09880993964580619,0.0,0.0818179123663729,4.5424228486763384e-07
13284,PDO_SN38_PDO,Fibroblast_DMSO_CAF,HSPG2,LRP1,1.692863,0.0,2.715413,0.46498975,0.75094104,0.032770187,0.95781714,0.09434578321121982,0.0,0.04541728028297592,4.826018600656196e-07
1797,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,PSAP,LRP1,1.7281389,0.0,2.9359481,0.81773627,1.0973232,0.04222311,0.95936674,0.0939766951211556,0.0,0.04541728028297592,4.944967215375202e-07
14705,PDO_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,APP,LRP1,1.716151,0.0,2.7003913,0.44610536,0.61360776,0.02671332,0.95770496,0.09238415919803233,0.0,0.10090615329633887,5.438701099297602e-07
12218,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,HSPG2,LRP1,1.6971943,0.0,2.6165683,0.4670066,0.6570852,0.03157731,0.9570617,0.0921426434838345,0.0,0.04541728028297592,5.964224673158605e-07
5931,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,HGF,CD44,1.6760687,0.0,2.8081303,1.7176054,2.182958,0.11226307,0.95849025,0.08999848260961955,0.0,0.00014966051601593566,7.741416239969527e-07
145,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL1A2,CD44,1.6652036,0.0,2.7724218,1.8719823,1.9569585,0.11509977,0.9582349,0.09567475903309981,0.0,9.925603359457507e-05,8.758801166425077e-07
11968,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,APP,LRP1,1.668208,0.0,2.612817,0.40583706,0.5512601,0.025847,0.9570322,0.08918888681244364,0.0,0.11981690703619276,9.103272051381517e-07
14526,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,HSPG2,ITGB1,1.6627386,0.0,2.730227,0.5614016,0.6945666,0.036871247,0.9579269,0.08929493207442839,0.0,0.04541728028297592,9.647973560737342e-07
5908,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,FN1,CD44,1.6919786,0.0,2.8604188,1.1458467,1.5645157,0.04967767,0.9588557,0.08832617862692331,0.0,0.02086900114256652,9.8402800129789e-07
1481,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,APP,LRP1,1.6608279,0.0,2.6730454,0.4018606,0.4205401,0.026442802,0.9574983,0.09840011633772251,0.0,0.10637293129434934,1.0595313617726695e-06
660,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,COL1A1,CD44,1.6699152,0.0,2.6733239,1.833281,2.0712132,0.097932175,0.95750046,0.0873239239031959,0.0,0.00021050431787376608,1.0615990248684106e-06
3463,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL6A2,CD44,1.6661848,0.0,2.7756464,1.4172511,1.9616575,0.078308105,0.95825815,0.08683792111034778,0.0,0.004173644522768944,1.143138905686458e-06
3909,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,HSPG2,LRP1,1.6644564,0.0,2.471807,0.43811944,0.59646213,0.029830297,0.9558769,0.08617649636730375,0.0,0.05155988611763958,1.5109585362191784e-06
3978,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,PSAP,LRP1,1.6561716,0.0,2.4351737,0.70720863,1.0466423,0.03502126,0.955561,0.08610950713310891,0.0,0.04541728028297592,1.6138210888763955e-06
14435,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,APP,LRP1,1.6510183,0.0,2.5412855,0.39043728,0.4561479,0.025139382,0.9564578,0.08564890530651767,0.0,0.14002955460014857,1.833324608932287e-06
1560,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,COL1A1,CD44,1.6561675,0.0,2.6180725,1.8193245,2.052692,0.095908135,0.9570735,0.08561913155414615,0.0,0.00026449646375294574,1.950162380883176e-06
14677,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,ITGB1,1.6377647,0.0,2.6379035,0.5486673,0.66987765,0.031960994,0.95722824,0.08592868850476518,0.0,0.04541728028297592,1.973959602127848e-06
12041,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,HSPG2,LRP1,1.6320616,0.0,2.4624016,0.4113385,0.49962533,0.029716792,0.9557965,0.08542334005548062,0.0,0.052937764821968894,2.2041515986519883e-06
13753,PDO_SN38_PDO,Fibroblast_SN38_PDO_CAF,HSPG2,LRP1,1.6289904,0.0,2.5486948,0.41039804,0.74860203,0.030758195,0.9565184,0.09171805716712608,0.0,0.04541728028297592,2.2846762592754618e-06
3876,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,FN1,CD44,1.6276746,0.0,2.5609326,1.0772483,1.5955207,0.044476416,0.9566179,0.08494060341556522,0.0,0.04041973114473109,2.451553720190166e-06
6325,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,HGF,ITGB1,1.7042773,0.0,2.9045398,1.5287391,2.0211058,0.08249818,0.9591566,0.08481930722055296,0.0,0.0017674995977601377,2.4670481853493783e-06
3723,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,ITGB1,1.6264367,0.0,2.596026,0.53859425,0.65864825,0.031453602,0.95689946,0.08556794209012317,0.0,0.04541728028297592,2.5379522209561808e-06
237,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,FBN1,ITGB1,1.6227996,0.0,2.5825803,1.4113256,1.4072772,0.071829885,0.95679224,0.0902475163569723,0.0,0.015222096417219371,2.716782981742295e-06
8482,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,FN1,CD44,1.6283313,0.0,2.6512396,1.0835222,1.3980033,0.046044804,0.95733136,0.08387371258212566,0.0,0.03750162703116648,2.756587744131196e-06
5934,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,HGF,NRP1,1.6216552,0.0,2.6221592,1.9141145,2.3391705,0.14479363,0.9571055,0.08623666617691617,0.0,5.066167859957424e-06,2.9038109957492335e-06
4530,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,FN1,CD44,1.6139268,0.0,2.5080042,1.0632918,1.5769993,0.04355719,0.9561825,0.08327809418393702,0.0,0.04486758605936708,3.000456046766179e-06
12476,PDO_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,APP,LRP1,1.6043354,0.0,2.4523978,0.35124534,0.5489211,0.02426007,0.95571035,0.08669104246643858,0.0,0.16942633102073143,3.625598483349851e-06
6664,Fibroblast_SN38_CAF,Fibroblast_SN38_CAF,HGF,ITGB1,1.6476055,0.0,2.7108507,1.4763402,1.9134885,0.076996796,0.95778316,0.0809649444835761,0.0,0.002799175167458729,3.759017819356805e-06
7023,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,HGF,ITGB1,1.655003,0.0,2.736133,1.4831798,1.9075167,0.0777149,0.95797044,0.0804626828068959,0.0,0.002618474410264065,3.946633460009319e-06
12142,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,ITGB1,1.5914642,0.0,2.466739,0.5075152,0.66515434,0.029887155,0.9558336,0.0832466973745696,0.0,0.050762871234329515,3.968299424114676e-06
3537,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,HSPG2,LRP1,1.5993235,0.0,2.3261695,0.38245136,0.43900228,0.028072711,0.9545784,0.0798539932716988,0.0,0.07557743925756753,4.140380137938942e-06
15099,PDO_SN38_PDO_CAF,Fibroblast_SN38_PDO_CAF,APP,LRP1,1.5871457,0.0,2.3852582,0.33584556,0.4538089,0.0235959,0.95511913,0.08324114171690543,0.0,0.1990347117071144,4.331907306761326e-06
3646,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,PSAP,LRP1,1.591039,0.0,2.2916944,0.6515405,0.8891825,0.032957822,0.9542536,0.07979148969002041,0.0,0.04541728028297592,4.3403557851297985e-06
6178,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,APP,LRP1,1.6063151,0.0,2.2147176,0.34769663,0.43352747,0.021908846,0.95350206,0.07798509696111418,0.0,0.28673154356499464,4.546658303224592e-06
187,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL6A1,CD44,1.5842048,0.0,2.5062163,1.3517153,1.6009436,0.07288551,0.9561675,0.08633887051331185,0.0,0.009470027297609868,4.5862312011971006e-06
13283,PDO_SN38_PDO,Fibroblast_DMSO_CAF,HSPG2,ITGB1,1.5767455,0.0,2.4123268,0.48551798,0.7032256,0.03257806,0.9553604,0.08413918989516761,0.0,0.04541728028297592,4.986050270595159e-06
8712,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,ITGB1,1.5763744,0.0,2.410955,0.49409816,0.55957603,0.029211273,0.95534825,0.08096798193344386,0.0,0.05888062626693753,5.124303169146928e-06
139,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL1A1,DDR2,1.6111236,0.0,2.4370446,2.332237,2.3416684,0.17814101,0.95557725,0.07722612098050989,0.0,1.668030512186797e-07,5.2045056442384335e-06
12529,PDO_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,HSPG2,LRP1,1.568189,0.0,2.3112175,0.3567468,0.49728632,0.027892267,0.95443845,0.08302134180099736,0.0,0.07895783087116838,5.554319905754004e-06
14764,PDO_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,HSPG2,ITGB1,1.588378,0.0,2.510555,0.49265411,0.7634119,0.033904612,0.95620376,0.07476888764482141,0.0,0.04541728028297592,7.261528979982321e-06
747,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,FBN1,ITGB1,1.548439,0.0,2.3747878,1.342578,1.4761225,0.0660505,0.9550248,0.07557937062364878,0.0,0.01619409432140337,7.3356083505319804e-06
5763,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,APP,LRP1,1.5411824,0.0,2.0842276,0.29202855,0.2760676,0.020617988,0.9521372,0.0722160784814422,0.0,0.36632536200825133,9.453424832804038e-06
4564,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,HSPG2,LRP1,1.5354509,0.0,2.1833496,0.32785964,0.43666327,0.026349131,0.95318484,0.07759531147515161,0.0,0.10868310282832022,1.0104677847470718e-05
14857,PDO_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,VEGFA,ITGB1,1.5634041,0.0,2.4256597,0.47991985,0.7387229,0.029389434,0.9554778,0.07190701002188651,0.0,0.05681438380174038,1.0513579763351784e-05
14673,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,CD44,1.5351955,0.0,2.3451455,0.66878605,0.9005751,0.03999298,0.95475423,0.07636353231405366,0.0,0.04541728028297592,1.0549417163640837e-05
8450,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,COL6A2,CD44,1.5332174,0.0,2.3386445,1.2464218,1.6761167,0.06597916,0.9546943,0.07607798620955063,0.0,0.011943447720575465,1.1240643752420109e-05
4044,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,VEGFA,ITGB1,1.5520761,0.0,2.3871517,0.46984679,0.7274935,0.02892287,0.9551362,0.0716005184637931,0.0,0.06253557927739944,1.1262552762918977e-05
3457,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL6A1,CD44,1.5305765,0.0,2.3299649,1.2793715,1.71592,0.06775979,0.95461375,0.07662637403989805,0.0,0.009470027297609868,1.1717803613258037e-05
14954,PDO_SN38_PDO_CAF,Fibroblast_SN38_CAF,HSPG2,ITGB1,1.5317062,0.0,2.343139,0.44025514,0.6557946,0.03164369,0.95473576,0.07133563719789528,0.0,0.04541728028297592,1.2046195363758644e-05
4638,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,PSAP,LRP1,1.5271664,0.0,2.1509912,0.59694886,0.8868435,0.030934311,0.9528505,0.0775344268455572,0.0,0.04541728028297592,1.220824807118539e-05
156,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL3A1,DDR2,1.5447869,0.0,2.2761405,2.4245617,2.4858305,0.21018615,0.9541047,0.07130744351736616,0.0,2.6106886662729486e-09,1.2451260603460408e-05
3228,Fibroblast_DMSO_CAF,PDO_SN38_PDO_CAF,PLAT,LRP1,1.5250325,0.0,2.2216485,1.0512303,1.1953651,0.042863138,0.95357126,0.07403222432818339,0.0,0.04541728028297592,1.271215781016854e-05
3719,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,CD44,1.5238675,0.0,2.3079157,0.658713,0.8893457,0.039358083,0.95440733,0.07603960187211918,0.0,0.04541728028297592,1.2969218604807927e-05
15163,PDO_SN38_PDO_CAF,Fibroblast_SN38_PDO_CAF,HSPG2,ITGB1,1.5391036,0.0,2.364992,0.44709483,0.64982283,0.031938806,0.9549359,0.07088850284243031,0.0,0.04541728028297592,1.372059697776215e-05
6324,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,HGF,CD44,1.5196183,0.0,2.2734237,1.558776,2.0863476,0.090886645,0.9540786,0.07102676174155009,0.0,0.0012606684995133315,1.4306484511510546e-05
12040,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,HSPG2,ITGB1,1.5159442,0.0,2.1875558,0.43186674,0.4519099,0.029542565,0.95322776,0.07610089276806332,0.0,0.05514424548243081,1.5440004798916047e-05
6305,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,FN1,CD44,1.5355282,0.0,2.3157556,0.9870174,1.4679055,0.04021836,0.95448107,0.0696799870987484,0.0,0.04541728028297592,1.5542994967748807e-05
12283,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,VEGFA,ITGB1,1.5171034,0.0,2.2682672,0.43876773,0.7339996,0.027482457,0.95402884,0.06962932369328524,0.0,0.08608144375479578,1.6022445936262953e-05
3845,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,COL6A2,CD44,1.5097344,0.0,2.2471251,1.2584218,1.8650473,0.06339717,0.95382303,0.06848230945268803,0.0,0.010938621527120706,1.8567651210324303e-05
667,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,COL1A2,CD44,1.5087533,0.0,2.2445147,1.713153,1.8603483,0.0931832,0.95379746,0.07560589076510782,0.0,0.0010771325733595699,1.8861570766990435e-05
15072,PDO_SN38_PDO_CAF,Fibroblast_SN38_CAF,VEGFA,ITGB1,1.5067323,0.0,2.2639048,0.42752087,0.63110566,0.027429603,0.9539866,0.0685954290284922,0.0,0.0869916440705584,1.9533295438565018e-05
7002,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,FN1,CD44,1.5217804,0.0,2.2678943,0.97306085,1.449384,0.03938714,0.9540252,0.0682938757281658,0.0,0.04541728028297592,1.9656582688202433e-05
2461,Fibroblast_DMSO_CAF,PDO_DMSO_PDO_CAF,PLAT,LRP1,1.50652,0.0,2.1532397,1.0354079,1.1876345,0.0415433,0.952874,0.07258213281815107,0.0,0.04541728028297592,1.987504077791745e-05
6399,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,NRG1,EGFR,1.5107865,0.0,2.2129295,1.4207648,2.253909,0.089821234,0.9534842,0.06825439323371546,0.0,0.0016188489347238348,2.021661712588551e-05
7022,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,HGF,CD44,1.5058705,0.0,2.226437,1.5448195,2.0678263,0.08900822,0.95361894,0.06961586436624388,0.0,0.0016240882250781468,2.0570409816178115e-05
15261,PDO_SN38_PDO_CAF,Fibroblast_SN38_PDO_CAF,VEGFA,ITGB1,1.5141298,0.0,2.2850187,0.43436056,0.6251339,0.027685422,0.9541899,0.06816420969431705,0.0,0.08280899707575916,2.0787159502127346e-05
3763,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,APP,LRP1,1.573054,0.0,2.067643,0.31789532,0.37214112,0.020453926,0.95195484,0.0679682853500299,0.0,0.3794043110872506,2.1960154306427163e-05
13457,PDO_SN38_PDO,Fibroblast_DMSO_PDO_CAF,HSPG2,ITGB1,1.5023849,0.0,2.2182329,0.41677052,0.7720709,0.029956851,0.9535372,0.07038703269465585,0.0,0.04989757061156692,2.2009290231084116e-05
4698,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,VEGFA,ITGB1,1.5028018,0.0,2.2487435,0.4242875,0.6139045,0.027245909,0.9538389,0.06787250452883274,0.0,0.09096208484776318,2.2562799776701492e-05
9048,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,VEGFA,ITGB1,1.5020137,0.0,2.2169714,0.4253507,0.6284213,0.026860956,0.9535246,0.06769583230115024,0.0,0.09805703116752895,2.317633926996732e-05
1653,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,FBN1,ITGB1,1.4991647,0.0,2.2370965,1.2970188,1.3625335,0.062220864,0.95372444,0.07166018086819535,0.0,0.01619409432140337,2.3513557699035106e-05
4499,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,COL6A2,CD44,1.4959866,0.0,2.2006824,1.2444652,1.8465259,0.062086895,0.9533609,0.06711830407042622,0.0,0.012224901062688483,2.630768120476317e-05
4378,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_CAF,VEGFA,ITGB1,1.4954044,0.0,2.2279646,0.4174478,0.61987627,0.026994152,0.9536341,0.06830201374577702,0.0,0.0954693952855848,2.6723995683316237e-05
1568,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,COL1A2,CD44,1.4950054,0.0,2.1981258,1.6991965,1.8418269,0.09125732,0.9533351,0.0741112888380506,0.0,0.001399746920963961,2.7569714101620172e-05
1194,Fibroblast_DMSO_CAF,Fibroblast_SN38_CAF,FBN1,ITGB1,1.4917673,0.0,2.2164254,1.2901791,1.3685052,0.061645932,0.95351917,0.07211180486037769,0.0,0.01619409432140337,2.9314135495807385e-05
12138,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,CD44,1.4888949,0.0,2.1929772,0.627634,0.8958518,0.037397977,0.9532829,0.07395593231895184,0.0,0.04541728028297592,3.0669517739439476e-05
14425,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,ADAM9,ITGB1,1.4842137,0.0,2.070254,0.57068646,0.7271637,0.03497888,0.9519837,0.071518201807567,0.0,0.04541728028297592,3.3019926571183254e-05
3536,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,HSPG2,ITGB1,1.4832062,0.0,2.0665295,0.40297958,0.39128685,0.027908126,0.9519425,0.0710920963933722,0.0,0.07839553554731087,3.350392518347461e-05
14678,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,NRP1,1.480782,0.0,2.1898363,0.8652953,1.0567875,0.05158178,0.95325094,0.07312584079048892,0.0,0.01619409432140337,3.4486017898154036e-05
531,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,VEGFA,ITGB1,1.4802548,0.0,2.0556188,0.4086626,0.31453848,0.024905998,0.95182127,0.06747963847761411,0.0,0.14768264979778473,3.548705339742375e-05
193,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL6A2,CD44,1.4792601,0.0,2.1613119,1.1771069,1.36063,0.060976155,0.9529579,0.0695972344466301,0.0,0.01619409432140337,3.702451480974526e-05
3373,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,APP,LRP1,1.5079212,0.0,1.9458184,0.26222724,0.21468127,0.019248791,0.9505469,0.06288972655392809,0.0,0.47345988633327585,3.788317770816073e-05
6869,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,APP,LRP1,1.4773098,0.0,1.9562622,0.23743683,0.2737286,0.019352105,0.95067257,0.07015696417866185,0.0,0.4671133309114388,3.807368804118528e-05
8708,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,CD44,1.4738052,0.0,2.1433842,0.6142169,0.7902735,0.036552243,0.9527709,0.07191158439978729,0.0,0.04541728028297592,4.0230914414211566e-05
8880,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,FN1,CD44,1.4718809,0.0,2.1464071,0.92469287,1.301393,0.03727724,0.9528026,0.06609931472580842,0.0,0.04541728028297592,4.1339323993460985e-05
7103,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,NRG1,EGFR,1.4762893,0.0,2.0904982,1.3828434,2.2041216,0.08485183,0.9522056,0.062139649975201716,0.0,0.0028753104596925135,4.1419798063643264e-05
3724,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,VEGFA,NRP1,1.469454,0.0,2.155072,0.8552222,1.0455582,0.050762907,0.9528931,0.07281456175516453,0.0,0.017550031981585036,4.246783534390934e-05
12598,PDO_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,VEGFA,ITGB1,1.4678292,0.0,2.136752,0.39320844,0.62041056,0.025889011,0.9527011,0.06599664779056302,0.0,0.11887520167133844,4.361662651078714e-05
