,source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
15229,PDO_SN38_PDO_CAF,Fibroblast_SN38_PDO_CAF,RTN4,CNTNAP1,0.4681185,0.0,0.21868147,0.33130312,0.16813517,0.01587499,0.8656581,0.0024132333726158647,0.0,0.9110558769752553,0.4120867101657826
14114,PDO_SN38_PDO,PDO_SN38_PDO,ADAM9,ITGA6,0.6171385,1.0,0.3757181,-0.06968424,-0.057292163,0.017542815,0.8941371,0.004442678846910611,1.0,1.0,0.4121258594401688
3285,Fibroblast_DMSO_CAF,PDO_SN38_PDO_CAF,THBS1,ITGA6,0.61711794,0.0,0.36078984,0.55318123,0.5259442,0.0643688,0.89220285,0.0036217034861021438,0.0,0.04541728028297592,0.41233816823713765
3455,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL5A2,ITGA1_ITGB1,0.63962877,0.0,0.32794625,0.71649337,0.9264822,0.03850521,0.88752633,0.0030439828981311525,0.0,0.04541728028297592,0.41263206786475115
6580,Fibroblast_SN38_CAF,Fibroblast_SN38_CAF,COL4A1,ITGA3_ITGB1,0.19122827,0.0,0.03610602,0.21006396,0.13853368,0.020046517,0.72362685,0.0,1.0,1.0,0.41265831563546845
478,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,TGFB1,ENG,0.19414374,0.0,0.03610728,0.2549621,0.11616659,0.04223111,0.72363037,0.0,1.0,1.0,0.41357693966568115
1846,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,THBS1,CD47,0.6167022,0.0,0.36039445,0.6420887,0.69075674,0.059764896,0.8921501,0.0035197320617421962,0.0,0.02702707199017843,0.4136133243781943
3033,Fibroblast_DMSO_CAF,PDO_SN38_PDO_CAF,COL4A5,CD47,0.68956757,0.0,0.47105122,0.7589842,1.2615309,0.07781131,0.9043722,0.003040701324062204,0.0,0.01619409432140337,0.41366905558047684
11788,PDO_DMSO_PDO,PDO_SN38_PDO,VEGFA,ITGB1,0.6165465,1.0,0.36921835,-0.37915605,-0.73147285,0.0044734715,0.89330834,0.0042230496576707785,1.0,1.0,0.41403887295809705
14867,PDO_SN38_PDO_CAF,Fibroblast_SN38_CAF,ADAM10,TSPAN5,0.6164591,0.947,0.3795608,-0.016918184,-0.14157557,0.010845763,0.8946177,0.004061627471439896,0.991,1.0,0.41425174035074214
11034,PDO_DMSO_PDO,Fibroblast_DMSO_PDO_CAF,AGRN,LRP1,1.2276343,0.0,0.540262,0.28619337,0.3378242,0.018152751,0.910138,0.0,1.0,1.0,0.4144904415758446
931,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,TGFB1,ITGB3,0.19424278,0.0,0.03615361,0.374182,0.19174287,0.051093724,0.7237585,0.0,1.0,1.0,0.4144953872579745
2752,Fibroblast_DMSO_CAF,PDO_SN38_PDO,LAMA5,CD44,0.61606526,1.0,0.37656805,-0.053102765,-0.27244234,0.012025258,0.89424396,0.003759818189807409,1.0,1.0,0.41510383062002476
5822,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,COL1A1,ITGA1_ITGB1,0.4361257,0.0,0.1835771,0.45693684,0.47549117,0.023996564,0.85515416,0.0020679675765300576,0.0,0.18127357874270794,0.41535938802943934
5667,Fibroblast_DMSO_PDO_CAF,PDO_SN38_PDO_CAF,RELN,LRP8,0.19027367,0.0,0.036156278,0.06731216,0.053518504,0.021391613,0.72376597,0.0,1.0,1.0,0.415413658434942
3283,Fibroblast_DMSO_CAF,PDO_SN38_PDO_CAF,THBS1,CD47,0.6159157,0.0,0.35964647,0.64115006,0.7596531,0.05964086,0.8920501,0.0035655724001236264,0.0,0.01619409432140337,0.41553024818219647
4643,Fibroblast_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,SEMA3A,NRP1_PLXNA3,0.6156894,0.0,0.3696763,0.43668187,0.5572307,0.025876401,0.89336735,0.0038896984872241864,0.0,0.11918844313570152,0.41574355007221153
11654,PDO_DMSO_PDO,PDO_DMSO_PDO_CAF,SPTAN1,PTPRA,0.61566997,1.0,0.3782394,-0.06184387,-0.08033508,0.015110938,0.89445317,0.00452818935842104,0.995,1.0,0.4159569140356144
205,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL8A1,ITGA1_ITGB1,0.48700577,0.0,0.21967246,0.59103966,0.6183758,0.03920227,0.86592084,0.0020947627645848464,0.0,0.04541728028297592,0.4162719144897627
1059,Fibroblast_DMSO_CAF,Fibroblast_SN38_CAF,CALM3,AR,0.2067259,0.0,0.036163438,0.31064528,0.32885426,0.040026087,0.7237857,0.0,1.0,0.603039668430819,0.4163317532191756
15034,PDO_SN38_PDO_CAF,Fibroblast_SN38_CAF,PSEN1,NOTCH2,0.61550355,0.0,0.37826532,0.105746835,0.10859126,0.018933455,0.89445645,0.0040642741872668805,0.0,0.6034498806650719,0.41638382818486225
1973,Fibroblast_DMSO_CAF,PDO_DMSO_PDO,COL4A5,CD44,0.63950014,0.0,0.40868297,0.6044956,0.98573714,0.036992345,0.8980519,0.0030234301473060546,0.0,0.04541728028297592,0.41644157721251307
15864,PDO_SN38_PDO_CAF,PDO_SN38_PDO_CAF,ASIP,MGRN1,0.63698393,0.0,0.3531485,0.07691538,0.07916099,0.021466117,0.8911691,0.0030154954989613895,0.0,0.8086757089265777,0.4171363488794632
14504,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,FAM3C,LAMP1,0.19295244,0.0,0.03616456,0.1304496,0.09442502,0.025525937,0.7237888,0.0,1.0,1.0,0.41724967163326576
10410,Fibroblast_SN38_PDO_CAF,PDO_SN38_PDO,LAMC1,ITGA6_ITGB4,0.61510575,0.0,0.37832382,0.052500702,0.053361297,0.026307175,0.8944637,0.0043510219427964755,0.002,1.0,0.4174521998816863
3493,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,FGF7,NRP1,0.94294846,0.0,0.5392886,0.9491309,1.118309,0.044459417,0.9100643,0.0,1.0,0.13797528949550675,0.41767104386696313
14451,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,BMP7,BMPR1A_BMPR2,0.61501026,0.0,0.37566197,0.079742014,-0.03905189,0.026357848,0.89413,0.003617498192038161,0.016,1.0,0.4178799831014269
14490,PDO_SN38_PDO_CAF,Fibroblast_DMSO_CAF,COL17A1,ITGA1_ITGB1,0.48745924,0.0,0.21999414,0.39854914,0.50393116,0.06698602,0.8660058,0.0023398026155518536,0.0,0.04541728028297592,0.4181014773406692
15694,PDO_SN38_PDO_CAF,PDO_SN38_PDO,CNTN6,NOTCH1,0.1958701,1.0,0.036183357,-0.030856349,-0.12575376,0.009948486,0.7238408,0.0,1.0,1.0,0.4181674136998019
12242,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,LRIG1,MET,0.46948785,0.0,0.22002998,0.04475146,0.024576902,0.0154610835,0.8660152,0.0022039274718040434,0.0,1.0,0.41828476474099335
12685,PDO_DMSO_PDO_CAF,PDO_DMSO_PDO,LAMB3,ITGA6_ITGB1,0.6149934,1.0,0.3546093,-0.07012664,-0.11369401,0.016295347,0.8913691,0.0036288292658904933,0.0,1.0,0.41830801463676176
3883,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,FN1,PLAUR,1.1023709,0.0,0.53853214,0.8601993,1.2238902,0.053060398,0.9100068,0.0,1.0,0.14086461364184627,0.41862696960339374
5951,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,INHBA,TGFBR3,0.61471736,0.0,0.36605996,0.9685691,0.9603041,0.08322721,0.8928982,0.003837700229503124,0.0,0.01619409432140337,0.41895052754067397
8585,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,LAMC1,ITGA1,0.487705,0.0,0.22016849,0.25195265,0.21101198,0.022473507,0.86605173,0.002329962949106693,0.0,0.25486557228202483,0.41901851703003334
6000,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,LAMB2,RPSA,0.19282609,0.918,0.03618784,-0.0202494,-0.08912711,0.013097025,0.7238532,0.0,1.0,1.0,0.41908497944137135
14208,PDO_SN38_PDO,PDO_SN38_PDO,NECTIN3,NECTIN2,0.6145921,1.0,0.3691019,-0.032971315,0.098493755,0.019787254,0.89329326,0.003952143769797214,0.963,1.0,0.4193791798832223
8379,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,C3,NRP1,0.9424831,0.0,0.53786045,0.95138407,1.1415042,0.06042125,0.9099557,0.0,1.0,0.058182010536608174,0.41990278723068497
11676,PDO_DMSO_PDO,PDO_SN38_PDO,ADAM17,RHBDF2,0.1902708,1.0,0.03618949,-0.043279983,-0.024131075,0.011950051,0.7238577,0.0,1.0,1.0,0.4200023688805605
12357,PDO_DMSO_PDO_CAF,Fibroblast_SN38_CAF,GAS6,AXL,0.46969968,0.0,0.22047204,0.37701184,0.57189304,0.036296364,0.8661316,0.0023153511023605985,0.0,0.04541728028297592,0.42012095497975954
1764,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,NCAM1,CACNA1C,0.61428666,0.0,0.3554519,0.9632679,1.1451137,0.08901182,0.89148396,0.003247760472668985,0.0,0.006101638574344347,0.42023722956225995
1598,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,COL4A5,CD47,0.69035405,0.0,0.47203088,0.75992286,1.1926346,0.077973135,0.90446204,0.0030015885984151424,0.0,0.01619409432140337,0.4202709463536448
12288,PDO_DMSO_PDO_CAF,Fibroblast_SN38_CAF,ADAM10,AXL,0.469745,0.0,0.22051352,0.25744677,0.29329497,0.017485708,0.8661425,0.0023457469736085056,0.0,0.6615187751442557,0.4203049059178314
12279,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,VCL,ITGB5,0.61416453,0.0,0.3636193,0.2379481,0.2597403,0.017324999,0.89257795,0.003983818222859136,0.0,0.6808893547523189,0.42045189719195747
7540,Fibroblast_SN38_CAF,PDO_DMSO_PDO_CAF,FST,BMPR2,0.46985418,0.0,0.22053826,0.64749086,0.431118,0.05188303,0.866149,0.0024211988391442227,0.0,0.04541728028297592,0.4204889172568013
5721,Fibroblast_DMSO_PDO_CAF,PDO_SN38_PDO_CAF,VEGFA,EPHB2,0.8936131,0.0,0.5375723,0.042155348,-0.18164116,0.0186804,0.90993375,0.0,1.0,1.0,0.42054123109709135
11230,PDO_DMSO_PDO,Fibroblast_SN38_CAF,LAMB3,ITGA3_ITGB1,0.19151124,1.0,0.036202077,-0.19394481,-0.40615746,0.007725984,0.7238925,0.0,1.0,1.0,0.42091958203995417
3728,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,VEGFC,NRP2,0.4819147,0.0,0.22061469,0.75020117,0.8828142,0.06454195,0.8661691,0.0022267619163939354,0.0,0.01619409432140337,0.42122556688609714
5154,Fibroblast_DMSO_PDO_CAF,PDO_DMSO_PDO_CAF,VEGFA,CD44,0.89342296,0.001,0.5370383,0.018683195,-0.18659943,0.009158393,0.909893,0.0,1.0,1.0,0.4218191874862045
13539,PDO_SN38_PDO,Fibroblast_SN38_CAF,ADAM17,ITGA5,0.1958126,1.0,0.03620298,-0.04324656,-0.0890203,0.005573292,0.72389495,0.0,1.0,1.0,0.42183661894213553
3551,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,LAMA2,CD44,0.9850342,0.0,0.53702116,0.66023076,0.8925626,0.031237766,0.90989166,0.0,1.0,0.3998190764219686,0.42213889900893675
5458,Fibroblast_DMSO_PDO_CAF,PDO_SN38_PDO_CAF,ASIP,MGRN1,0.6192219,0.0,0.3386676,0.0587312,0.030557513,0.020585898,0.889122,0.002986943623433351,0.0,0.9737540759528558,0.42236806489659323
11503,PDO_DMSO_PDO,PDO_DMSO_PDO,PKM,CD44,0.61333925,1.0,0.3743516,-0.12375338,-0.16816747,0.008061178,0.8939645,0.004654151347465663,1.0,1.0,0.42238669973769466
13962,PDO_SN38_PDO,PDO_DMSO_PDO_CAF,ADAM9,ITGA6,0.61333454,1.0,0.3715685,-0.07364972,-0.10637128,0.017349066,0.8936103,0.004172891388300731,1.0,1.0,0.4226019882376663
8235,Fibroblast_SN38_CAF,PDO_SN38_PDO_CAF,NUCB2,ERAP1,0.19077393,0.0,0.03622865,0.07046871,0.064243406,0.020086193,0.72396576,0.0,1.0,1.0,0.4227534796096865
10880,PDO_DMSO_PDO,Fibroblast_DMSO_CAF,BMP7,ACVR1_ACVR2A,0.47602302,0.0,0.22080678,0.12087407,0.13898423,0.03287098,0.8662195,0.0024606778808414892,0.0,0.5169213521371103,0.42279416071289383
10882,PDO_DMSO_PDO,Fibroblast_DMSO_CAF,BMP7,ACVR2A_BMPR1A,0.47602302,0.0,0.22080678,0.12087407,0.13898423,0.03287098,0.8662195,0.0024606778808414892,0.0,0.5169213521371103,0.42279416071289383
3862,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,DCN,MET,0.47045052,0.0,0.22089593,0.36594996,0.47251534,0.022329178,0.8662429,0.0022003044540685056,0.0,0.2637709958364388,0.42344132399482226
3870,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,FGF2,ITGB3,0.19453302,0.0,0.03624332,0.48997903,0.39899796,0.05203058,0.72400624,0.0,1.0,0.3998190764219686,0.42367016406518754
8003,Fibroblast_SN38_CAF,PDO_SN38_PDO_CAF,ADAM9,ITGA6,0.61291826,1.0,0.3544173,-0.07275713,-0.2622031,0.016548252,0.8913429,0.003686394408016926,1.0,1.0,0.42367936208856555
11438,PDO_DMSO_PDO,PDO_DMSO_PDO,APP,NOTCH2,0.9044828,0.139,0.5359506,-0.013709277,0.030406117,0.009793054,0.9098098,0.0,1.0,1.0,0.4237387893650428
173,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,COL4A5,ITGA1_ITGB1,0.4887762,0.0,0.22092843,0.78650475,1.1111606,0.07135653,0.8662514,0.0015085182129529523,0.0,0.01619409432140337,0.4238114649902146
13707,PDO_SN38_PDO,Fibroblast_SN38_PDO_CAF,ADAM9,ITGB5,0.61277497,0.0,0.3709581,0.1945054,0.2941666,0.020803949,0.8935321,0.004087552270338716,0.0,0.354171316207442,0.42411074626728973
10367,Fibroblast_SN38_PDO_CAF,PDO_SN38_PDO,JAM3,ITGB1,0.6127186,0.0,0.36369845,0.27844208,0.30918503,0.019239215,0.8925884,0.003928141948380555,0.0,0.47416929568503097,0.42432653149509336
8634,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,PSEN1,CD44,0.9846587,0.0,0.53578705,0.433945,0.45815298,0.0228682,0.9097973,0.0,1.0,1.0,0.42437936677836496
8655,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,SERPINE1,ITGB5,0.6126778,0.0,0.37242848,0.6500095,0.834826,0.051797997,0.89372015,0.003721137050908944,0.0,0.01619409432140337,0.424542378815728
9118,Fibroblast_SN38_PDO_CAF,Fibroblast_SN38_CAF,COL13A1,ITGA1_ITGB1,0.47077566,0.0,0.22102459,0.7512672,0.9352112,0.0628731,0.8662766,0.0022316599211824194,0.0,0.01619409432140337,0.4245524749150036
3760,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,ANGPTL4,ITGAV_ITGB3,0.19463798,0.0,0.036275763,0.50051457,0.4240271,0.11267991,0.7240956,0.0,1.0,0.34224981351565037,0.4245866723312176
3430,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL1A2,ITGA1_ITGB1,0.48894668,0.0,0.22104935,0.60283816,0.6955755,0.032746226,0.8662832,0.002439010733818562,0.0,0.04541728028297592,0.424737879126408
7882,Fibroblast_SN38_CAF,PDO_SN38_PDO,LAMC1,CD44,0.61231434,0.002,0.37235507,0.046523098,0.03687042,0.010651633,0.8937108,0.004143345732284003,0.006,1.0,0.4254063890344551
12183,PDO_DMSO_PDO_CAF,Fibroblast_DMSO_PDO_CAF,BSG,SLC16A7,0.19340484,0.0,0.03629327,0.19275013,0.2540359,0.02453166,0.7241438,0.0,1.0,1.0,0.4255030044303545
1700,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,HSPG2,PTPRS,0.61216056,0.994,0.36615628,0.07621978,-0.16685563,0.017755935,0.8929108,0.003546823417823287,0.0,1.0,0.425838766710924
8647,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,SEMA3D,NRP1_PLXNA3,0.4793578,0.0,0.22124934,0.5441804,0.5982492,0.033420697,0.8663355,0.0024519258005314196,0.0,0.04541728028297592,0.4262232998004449
1012,Fibroblast_DMSO_CAF,Fibroblast_SN38_CAF,ANGPT1,ITGA5,0.19618885,0.0,0.03631552,0.2978182,0.23515992,0.01855336,0.724205,0.0,1.0,1.0,0.426419160385174
8456,Fibroblast_SN38_PDO_CAF,Fibroblast_DMSO_CAF,COL6A3,ITGA1_ITGB1,0.62592965,0.0,0.31822786,0.4248402,0.44085017,0.023744227,0.88601613,0.0029715938132975892,0.0,0.19216086338380958,0.42693209690259504
6942,Fibroblast_SN38_CAF,Fibroblast_SN38_PDO_CAF,COL4A5,CD44,0.87659943,0.0,0.58671886,0.7391696,1.1800637,0.05310744,0.91345483,0.0,1.0,0.13992331201435423,0.4269452193159264
381,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,MFGE8,ITGAV,0.4794743,0.0,0.22144097,0.61142254,0.5550357,0.06436647,0.86638564,0.0022987643413721146,0.0,0.04541728028297592,0.42696746950517084
3710,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,TLN1,ITGB5,0.611691,0.0,0.37132642,0.36529964,0.44712302,0.031118838,0.8935793,0.003778255985328759,0.0,0.04541728028297592,0.4271373900443753
10031,Fibroblast_SN38_PDO_CAF,PDO_DMSO_PDO_CAF,COL4A5,ITGA3_ITGB1,0.19072777,0.034,0.03631711,0.04805193,-0.010920495,0.010846528,0.7242094,0.0,1.0,1.0,0.42733514021825075
6420,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,SEMA3D,NRP1_PLXNA3,0.61156815,0.0,0.3665295,0.73699105,1.0119983,0.055365913,0.8929595,0.0038353958953050117,0.0,0.01619409432140337,0.42735404460637166
14944,PDO_SN38_PDO_CAF,Fibroblast_SN38_CAF,GAS6,AXL,0.4333722,0.0,0.18722315,0.32838362,0.410663,0.030822594,0.8563679,0.001569405496805832,0.0,0.0463690836610571,0.427712613253858
2844,Fibroblast_DMSO_CAF,PDO_SN38_PDO,TFPI,LRP1,0.611194,1.0,0.3080656,0.19716252,0.00028854609,0.020780532,0.884367,0.00340265930407692,0.0,1.0,0.42800438088167675
3327,Fibroblast_DMSO_CAF,PDO_SN38_PDO_CAF,WNT5A,FZD6,0.19074407,0.0,0.036381513,0.2863842,0.14031917,0.022359774,0.72438633,0.0,1.0,1.0,0.42825094395215807
458,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,SEMA5A,PLXNA3,0.61084664,0.0,0.32301515,0.6648183,0.6945945,0.04270055,0.8867679,0.0031559123775741966,0.0,0.04541728028297592,0.4284382488929523
6224,Fibroblast_SN38_CAF,Fibroblast_DMSO_PDO_CAF,COL1A1,ITGA5,0.61077654,0.0,0.36435515,0.8767005,1.0013484,0.04861271,0.8926748,0.004041964131713545,0.0,0.024589962927301003,0.42887236530275985
8197,Fibroblast_SN38_CAF,PDO_SN38_PDO_CAF,LAMB2,RPSA,0.19328016,0.966,0.03639158,-0.01931065,-0.049740493,0.013170762,0.7244139,0.0,1.0,1.0,0.4291665716094677
2869,Fibroblast_DMSO_CAF,PDO_SN38_PDO,TIMP2,ITGB1,0.61066747,0.025,0.3607407,0.16486673,0.043590188,0.018202454,0.8921963,0.00405723403450666,0.0,1.0,0.42930673011359927
3449,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL4A2,ITGA2_ITGB1,0.6106427,0.0,0.3726285,0.6211116,0.7684094,0.04100143,0.89374566,0.0037959913303060072,0.0,0.04541728028297592,0.42952400567016824
15435,PDO_SN38_PDO_CAF,PDO_DMSO_PDO_CAF,ADAM10,TSPAN15,0.6106081,0.0,0.37259832,0.13560615,0.23615736,0.032798156,0.8937418,0.00414294173489638,0.0,0.44352437381604887,0.42974134332790104
3341,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,ADAM10,CADM1,0.6105954,0.0,0.3621519,0.42798916,0.52665925,0.03114501,0.89238393,0.0033836886174885383,0.0,0.04541728028297592,0.42995874308709076
5113,Fibroblast_DMSO_PDO_CAF,PDO_DMSO_PDO_CAF,RELN,ITGA3_ITGB1,0.19091648,0.977,0.03639201,-0.0016945302,-0.08368608,0.013287993,0.72441506,0.0,1.0,1.0,0.4300820232127499
3662,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,SEMA3D,NRP2_PLXNA3,0.43252492,0.0,0.18366268,0.59785706,0.72435015,0.042597592,0.855183,0.0017647243964506033,0.0,0.04541728028297592,0.4301410676986965
5337,Fibroblast_DMSO_PDO_CAF,PDO_SN38_PDO,LAMC1,ITGA6_ITGB4,0.6104746,0.0,0.37267825,0.047123395,0.048600376,0.025914606,0.893752,0.004355443129987442,0.0,1.0,0.43039372891099115
3413,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL13A1,ITGA1_ITGB1,0.43244737,0.0,0.18096763,0.6788929,0.76476705,0.051478416,0.8542652,0.001913927207760864,0.0,0.01619409432140337,0.43070294568538836
9979,Fibroblast_SN38_PDO_CAF,PDO_DMSO_PDO_CAF,APP,NOTCH2,0.6104606,1.0,0.3480753,-0.26834598,-0.6119367,0.0063601383,0.8904654,0.003550371007368081,1.0,1.0,0.43082896314412605
625,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,CCN1,CAV1,0.1920953,0.0,0.03640069,0.41587108,0.38806313,0.04699096,0.7244389,0.0,1.0,0.4073413560965221,0.4309972987845736
16040,PDO_SN38_PDO_CAF,PDO_SN38_PDO_CAF,VEGFA,EGFR,0.899995,0.0,0.5321269,0.080383085,-0.07016581,0.011431604,0.9095157,0.0,1.0,1.0,0.43112678195648696
7242,Fibroblast_SN38_CAF,PDO_DMSO_PDO,COL1A2,CD44,0.6104386,0.0,0.370545,0.36862898,0.49875674,0.015383534,0.8934791,0.0043415928165167345,0.0,0.3998190764219686,0.43126444578868267
3448,Fibroblast_DMSO_PDO_CAF,Fibroblast_DMSO_CAF,COL4A2,ITGA1_ITGB1,0.490676,0.0,0.22227617,0.6270347,0.75507915,0.041111317,0.86660343,0.0024176722228489832,0.0,0.04541728028297592,0.431265373963329
7631,Fibroblast_SN38_CAF,PDO_DMSO_PDO_CAF,NRG1,ERBB2_ERBB3,1.0371271,0.0,0.5319087,1.0933115,1.7129705,0.09259593,0.9094988,0.0,1.0,0.0012010579923946597,0.43177141955721643
7809,Fibroblast_SN38_CAF,PDO_SN38_PDO,EDIL3,ITGB5,0.19155014,0.0,0.03640878,0.15801813,0.18325341,0.017252766,0.7244611,0.0,1.0,1.0,0.4319123983475062
398,Fibroblast_DMSO_CAF,Fibroblast_DMSO_CAF,NID1,ITGAV,0.4804103,0.0,0.2225107,0.7345934,0.65215325,0.088351615,0.86666435,0.002266149041855407,0.0,0.04148707571489865,0.4325798486512072
10846,PDO_DMSO_PDO,Fibroblast_DMSO_CAF,ADAM17,ERBB4,0.19087076,0.595,0.036422208,0.12637836,0.04819575,0.016663093,0.7244979,0.0,1.0,1.0,0.43282732192411355
6096,Fibroblast_SN38_CAF,Fibroblast_DMSO_CAF,TGFB1,LPP,1.2808735,0.0,0.4386881,0.2500748,0.20720434,0.016698603,0.90124977,0.0,1.0,1.0,0.43282732192411355
15260,PDO_SN38_PDO_CAF,Fibroblast_SN38_PDO_CAF,VEGFA,ITGAV,0.8996794,0.0,0.5312262,0.31625083,0.44348687,0.029616825,0.90944594,0.0,1.0,0.45265227343838893,0.43306174823308663
1726,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,LAMB1,ITGA1,0.610134,0.0,0.34678042,0.44477725,0.49464625,0.045702465,0.8902835,0.006016202335139195,0.0,0.04541728028297592,0.43344558525449245
857,Fibroblast_DMSO_CAF,Fibroblast_DMSO_PDO_CAF,NECTIN3,CADM1,0.61009526,0.0,0.3684037,0.37139174,0.42619687,0.029284958,0.893203,0.0036939640495788247,0.0,0.05817058783317521,0.43366404077906595
12600,PDO_DMSO_PDO_CAF,Fibroblast_SN38_PDO_CAF,VEGFA,NRP2,0.87438405,0.0,0.5528204,0.37437105,0.6250766,0.035481878,0.9110733,0.0,1.0,0.3998190764219686,0.4337074387311778
1414,Fibroblast_DMSO_CAF,Fibroblast_SN38_CAF,THBS2,ITGA6,0.1924992,1.0,0.036466822,-0.082861274,-0.5044714,0.00849278,0.72462,0.0,1.0,1.0,0.4337420695369603
13142,PDO_DMSO_PDO_CAF,PDO_SN38_PDO_CAF,LAMB3,ITGA6_ITGB4,0.61002153,0.0,0.35002178,0.11460398,0.13909143,0.044449154,0.89073706,0.0033231087302000553,0.0,0.5544756530157267,0.43399184051471906
13141,PDO_DMSO_PDO_CAF,PDO_SN38_PDO_CAF,LAMB3,ITGA6_ITGB1,0.61002153,0.0,0.35002178,0.11460398,0.13909143,0.044449154,0.89073706,0.0033231087302000553,0.0,0.5544756530157267,0.43399184051471906
10490,Fibroblast_SN38_PDO_CAF,PDO_SN38_PDO,VIM,CD44,0.6099316,0.0,0.36967888,0.4712333,0.49676317,0.01939872,0.8933677,0.00414626206670816,0.0,0.3998190764219686,0.43431977998955074
14763,PDO_SN38_PDO_CAF,Fibroblast_DMSO_PDO_CAF,HSPG2,ITGA2,0.9182573,0.0,0.5309238,0.19484723,0.28802943,0.021423237,0.90942246,0.0,1.0,1.0,0.4343534796181218
4788,Fibroblast_DMSO_PDO_CAF,PDO_DMSO_PDO,HLA-A,APLP2,0.6449515,0.0,0.3904103,0.2964606,0.49135596,0.026675435,0.8959389,0.0029357632205807773,0.0,0.10173223282541062,0.43436338066276853
15755,PDO_SN38_PDO_CAF,PDO_SN38_PDO,LAMC1,ITGA6_ITGB1,0.6097958,0.0,0.36560214,0.0478523,0.08076227,0.020533826,0.89283836,0.004254837806138583,0.0,1.0,0.4345384839393211
13278,PDO_SN38_PDO,Fibroblast_DMSO_CAF,GNAS,ADORA1,0.2004874,0.136,0.03650563,0.22322786,0.07375577,0.035697166,0.72472614,0.0,1.0,1.0,0.43465664120860953
1624,Fibroblast_DMSO_CAF,Fibroblast_SN38_PDO_CAF,COL6A2,ITGA2_ITGB1,0.87316597,0.0,0.5669784,0.73968387,0.8334304,0.033956297,0.9120924,0.0,1.0,0.3998190764219686,0.4353231972968878
12967,PDO_DMSO_PDO_CAF,PDO_SN38_PDO,LAMB1,ITGA6_ITGB1,0.60951793,0.0,0.36521935,0.058604702,0.11549485,0.026484048,0.89278823,0.004410720679283719,0.0,0.9762813366637222,0.43541392080835045
6763,Fibroblast_SN38_CAF,Fibroblast_SN38_CAF,NUCB2,ERAP1,0.19154364,0.0,0.036542162,0.0720832,0.055476785,0.020260017,0.7248259,0.0,1.0,1.0,0.43557103696162275
1158,Fibroblast_DMSO_CAF,Fibroblast_SN38_CAF,COL6A1,ITGAV_ITGB8,0.9364164,0.0,0.530278,0.9524889,1.1578836,0.046385854,0.9093723,0.0,1.0,0.10754612368296292,0.4356466114052329
