,names,scores,logfoldchanges,pvals,pvals_adj
0,DACH1,49.8374,2.699475,0.0,0.0
1,KANK1,41.079906,1.8887291,0.0,0.0
2,SMOC2,30.709036,2.5362515,4.311327869404312e-207,7.656010648089551e-204
3,PBX1,26.375708,1.7342557,2.603577943371434e-153,3.029128269288006e-150
4,CDK6,25.820549,1.3998189,5.213099643411332e-147,5.173234763785244e-144
5,STARD13,24.824617,1.44438,4.862355518806967e-136,4.206560902680694e-133
6,EPHB2,22.341793,1.2861377,1.4509799034388796e-110,9.236992819250527e-108
7,PDZRN3,21.262255,1.9865483,2.539211600356064e-100,1.4044753999346492e-97
8,CERS6,21.248472,0.6715759,3.405644032489506e-100,1.8533295105838055e-97
9,TRPM3,21.034492,3.5435157,3.17142490064874e-98,1.597072778326694e-95
10,PRKDC,19.550188,1.3523772,4.110064442113928e-85,1.6124834218246968e-82
11,WWOX,18.959276,1.5462576,3.7020672060457315e-80,1.3148183950735051e-77
12,ELAPOR1,17.390123,1.9217763,9.802353475360145e-68,2.667188760150414e-65
13,CHD7,16.8453,0.89904416,1.1358912744566689e-63,2.737497971440572e-61
14,ITPR2,16.589157,1.0678296,8.348284324531288e-62,1.9292541993814084e-59
15,MT-ATP6,16.578588,0.7016963,9.953782324597245e-62,2.28463003831232e-59
16,DSP,16.387413,0.4953456,2.352486122452737e-60,5.327039045070829e-58
17,SOX4,16.266167,1.3159914,1.715665921457373e-59,3.859104545998118e-57
18,SHISA6,16.046774,1.0290015,6.021359470356386e-58,1.2777400536466948e-55
19,ARL15,15.809323,0.9872106,2.68331998161084e-56,5.554307741076671e-54
20,SLC12A2,15.659877,0.8952619,2.84449525907328e-55,5.645486473007791e-53
21,NKD1,15.559574,1.682306,1.3700737169246734e-54,2.655057022709567e-52
22,CHRNA7,15.053967,1.7614708,3.251339480827659e-51,5.773694425427644e-49
23,RFX3,15.009,0.97217566,6.410696167437185e-51,1.1265360263497688e-48
24,ARID5B,14.797488,0.53874135,1.5205464317475279e-49,2.5523998312020695e-47
25,CCSER2,14.720084,1.0520444,4.790647740186448e-49,7.846429842421881e-47
26,TRAPPC9,14.5443945,0.87688386,6.338901958094984e-48,1.0041058782447171e-45
27,APBB2,14.525401,0.7260771,8.365105434601502e-48,1.318872230670349e-45
28,CRYBG1,14.439765,0.99443185,2.908308865737409e-47,4.5428861634250086e-45
29,LGR5,14.051519,3.9648511,7.539917785345774e-45,1.0871659234084035e-42
30,CASC15,13.801332,1.840668,2.5018409938107206e-43,3.4595129152120374e-41
31,MT-ND1,13.761478,0.46380976,4.3454924345068006e-43,5.984363866949365e-41
32,EPB41L2,13.652159,0.61295384,1.959861858660242e-42,2.6450295644478627e-40
33,PIK3R1,13.558354,1.095972,7.070495516765004e-42,9.392067666757923e-40
34,CDKAL1,13.54057,0.8760558,9.008725752940431e-42,1.187321901969571e-39
35,MIR924HG,13.140537,1.257771,1.9285136846889153e-39,2.392207783875147e-37
36,PLCB4,13.112556,0.90732133,2.7903089830979296e-39,3.4234554578081505e-37
37,PLCB1,12.87449,2.2272792,6.265205162032396e-38,7.289242143688725e-36
38,PROX1,12.86201,2.4354944,7.363667015348977e-38,8.5085659280094e-36
39,FARS2,12.532366,0.9521316,4.9658792378473775e-36,5.439894983278263e-34
40,LINC02086,12.505946,1.197345,6.926980019134574e-36,7.539235672438726e-34
41,CELF2,12.330855,0.8913107,6.178750729526146e-35,6.618128559181339e-33
42,CRACD,12.178053,0.82873327,4.06881554941022e-34,4.2110992833466505e-32
43,NRXN3,12.136953,1.0563653,6.728511154364606e-34,6.921340437447006e-32
44,PSD3,12.136128,1.099185,6.796634088856975e-34,6.970165171976728e-32
45,DNAH14,12.07149,0.92168874,1.4940413869762473e-33,1.509250191514329e-31
46,CHRM3,12.034379,1.2092842,2.3438970784006406e-33,2.35366331622731e-31
47,HSP90AA1,12.010895,1.034604,3.114562425044712e-33,3.1090336160061707e-31
48,CTNNB1,12.006611,0.96994257,3.280123114300364e-33,3.2646417072712173e-31
49,MT-CYB,11.86952,0.3748996,1.7044144375785475e-32,1.647763413292269e-30
50,RASAL2,11.855035,0.91661227,2.026405960184998e-32,1.942356167518234e-30
51,SHTN1,11.849162,1.2083073,2.1735330316074844e-32,2.0774788806355956e-30
52,MT-RNR2,11.842609,0.1433933,2.3502398797087623e-32,2.2337209448274264e-30
53,PTPRK,11.815773,0.5056077,3.2356078668098137e-32,3.0579666505928042e-30
54,EXOC4,11.723562,0.55690277,9.652573375646854e-32,8.971840928218315e-30
55,TOX,11.695497,2.6168451,1.343984905197434e-31,1.2423575534619569e-29
56,STAG1,11.658315,0.6858087,2.0811997397115393e-31,1.9081434570072646e-29
57,SAMD5,11.566335,1.005059,6.103503157614413e-31,5.565735041565143e-29
58,MT-ND2,11.558196,0.39797524,6.71038477423948e-31,6.10265181355364e-29
59,VPS13A,11.557412,0.5610573,6.7718830273225e-31,6.142025089834977e-29
60,LINC01515,11.40097,0.98537344,4.1348426037279526e-30,3.6142380686471795e-28
61,MAP7,11.375083,0.79798025,5.564969432071146e-30,4.826788396865822e-28
62,NAALADL2,11.239764,1.5680456,2.6007533565407334e-29,2.1937354562421087e-27
63,ELOVL7,11.236302,1.283904,2.70474698276953e-29,2.2757646682953603e-27
64,KLF12,11.222513,1.197062,3.1615735211335704e-29,2.6403834307684817e-27
65,PCM1,11.171036,0.74173164,5.651768215223009e-29,4.673790676020204e-27
66,NFIA,11.152611,0.6290022,6.953585975201828e-29,5.722292458617309e-27
67,HSP90AB1,11.022413,0.7623379,2.979613975622618e-28,2.3822790411731548e-26
68,MT-ND5,10.924724,0.2851683,8.780701000650163e-28,6.889787250277593e-26
69,SORBS2,10.920841,0.876819,9.16425741016636e-28,7.174061369350649e-26
70,ST18,10.896199,2.238614,1.2017245354938041e-27,9.278303393034542e-26
71,CHD6,10.839522,0.7446621,2.236363241038333e-27,1.7032707844838228e-25
72,LINC00342,10.831728,1.0437986,2.43517118307119e-27,1.8505107143428367e-25
73,PBX3,10.620814,2.1393046,2.384721185492092e-26,1.756779318744611e-24
74,CD44,10.588097,0.99354255,3.3840394504021955e-26,2.4713742652937245e-24
75,FAF1,10.575243,0.9243085,3.8817067666581085e-26,2.8165330388611737e-24
76,MAN1A1,10.569182,2.0524583,4.140909233189706e-26,2.998160461970401e-24
77,IMMP2L,10.522958,0.6861928,6.771364062123299e-26,4.8301442591128984e-24
78,SH3D19,10.463441,0.51955235,1.2715194722716611e-25,8.993934380386969e-24
79,MTATP6P1,10.455756,0.57333803,1.378946528061749e-25,9.713080554656245e-24
80,MLEC,10.433227,0.7487662,1.748473675345092e-25,1.2264761290258506e-23
81,DOCK1,10.426064,0.41291764,1.8853896648851601e-25,1.3197727654196121e-23
82,MTND2P28,10.398535,0.46962863,2.5177365330684487e-25,1.751514033520195e-23
83,RGMB,10.38441,2.1718178,2.919704075939061e-25,2.0269715128021385e-23
84,WNK2,10.339002,0.71359277,4.694002783394672e-25,3.232156202280331e-23
85,HIPK2,10.227157,0.8628337,1.4985437508217752e-24,1.0152784368017409e-22
86,ZNF704,10.17669,1.4738386,2.5198629823203265e-24,1.6835678618512439e-22
87,CCDC91,10.164443,1.1583924,2.8575056119611758e-24,1.905380224260278e-22
88,SYNE2,10.139593,0.81410766,3.6863081072891596e-24,2.443537044006606e-22
89,KIF5B,10.137317,0.6754131,3.773226178011219e-24,2.496248063648991e-22
90,NBEA,10.1146755,1.0860544,4.755904832672868e-24,3.1402001771894827e-22
91,UGGT2,10.089285,1.2135429,6.161650448268293e-24,4.0604313696205508e-22
92,GRIK2,10.00416,2.3593497,1.4612672136728902e-23,9.408999196435747e-22
93,CDK6-AS1,9.977975,3.2071722,1.9031065220505226e-23,1.220737909771571e-21
94,ZNF124,9.800448,1.1170646,1.1208680878573194e-22,7.003349867464067e-21
95,PPP3CA,9.745469,0.8557947,1.9288576038216247e-22,1.198520360091006e-20
96,CAMK1D,9.6943445,0.6985894,3.1867647591572794e-22,1.958496229034e-20
97,MKI67,9.628355,0.8422366,6.06933771033253e-22,3.6764713527220745e-20
98,APCDD1,9.453974,3.4440508,3.2620746922444996e-21,1.9174634166607915e-19
99,MT-ATP8,9.402644,0.7720381,5.320879492221591e-21,3.1006299493533065e-19
100,SOX6,9.369009,1.4122384,7.321675606432582e-21,4.2227920506159885e-19
101,ZBTB20,9.235782,0.505799,2.5640765046753988e-20,1.4370754363413282e-18
102,STRBP,9.227403,0.84923065,2.772737782329621e-20,1.548877032711944e-18
103,MT-ND4,9.18973,0.1930341,3.938302693278306e-20,2.18191022777028e-18
104,UBE2E3,9.130756,1.4038931,6.802257794135258e-20,3.7257821099695384e-18
105,FARP1,9.108134,0.77383405,8.381086599191498e-20,4.568301483953491e-18
106,COMMD10,9.083715,0.8000367,1.0492992140362627e-19,5.7102186260618555e-18
107,GALNT18,9.004971,1.180729,2.1572323611702877e-19,1.1571545288694039e-17
108,GOLIM4,8.883229,1.651952,6.494715180280517e-19,3.360915493599151e-17
109,PPM1L,8.761113,0.9297962,1.9333201727381183e-18,9.823828709063872e-17
110,APP,8.754637,0.35113773,2.047613465473762e-18,1.0373345093856566e-16
111,STARD9,8.682739,1.499188,3.863499189968387e-18,1.9141624474233976e-16
112,NHS,8.662915,1.8746878,4.59848741118953e-18,2.271639315571519e-16
113,ITGA6,8.659355,0.61146194,4.744388655330757e-18,2.3368711420563465e-16
114,PAM,8.635653,0.67496765,5.839273548502521e-18,2.867788784955969e-16
115,MT-CO1,8.634691,0.1712495,5.888570870058043e-18,2.887796237729046e-16
116,CACHD1,8.628464,1.7176378,6.218129390623443e-18,3.040575154197608e-16
117,LAMB1,8.618922,0.67769986,6.7587179573205795e-18,3.2953633508669995e-16
118,MAGI1,8.549012,0.36510023,1.2414670752617028e-17,6.00101706580657e-16
119,PARD3,8.520733,0.39911792,1.5854634232356715e-17,7.641933699995937e-16
120,ACTG1,8.494655,0.8068082,1.985216383803468e-17,9.514375112149008e-16
121,AOPEP,8.455614,0.37804213,2.7762212171309976e-17,1.3230184161864388e-15
122,MACROH2A1,8.427652,0.72715884,3.526693994378294e-17,1.6642049702143163e-15
123,MTCO1P12,8.393941,0.17936501,4.7011383498660043e-17,2.206069651244492e-15
124,UTRN,8.360819,0.8081917,6.228452990882614e-17,2.8946006048537105e-15
125,XRN2,8.295555,0.9333914,1.080794919644129e-16,4.9816968017476656e-15
126,PTK7,8.290018,1.1794784,1.1323113758615173e-16,5.204929948442452e-15
127,RGS7,8.267446,1.9302721,1.3685977652391211e-16,6.265433399313144e-15
128,ADGRA3,8.260822,0.92050093,1.4467244557950863e-16,6.605207461234941e-15
129,MAPK8,8.231713,0.74049735,1.8455413161918048e-16,8.35819651118275e-15
130,RIMBP2,8.227913,2.6438634,1.9050300253223043e-16,8.609612223219986e-15
131,SLCO3A1,8.224036,1.4320209,1.967662675641021e-16,8.875526560979685e-15
132,EPHB3,8.207915,1.4978992,2.250623917176193e-16,1.01248067954033e-14
133,PTMA,8.167122,0.5532833,3.158349319148109e-16,1.4046871428448335e-14
134,CACNA1D,8.15426,1.0787972,3.5132491809767165e-16,1.5556040336765672e-14
135,PGAP1,8.046963,0.740145,8.487383326377819e-16,3.6855123993820797e-14
136,BCL11A,8.033004,1.1955745,9.511468899621073e-16,4.1248966667508354e-14
137,POU2F1,7.98061,0.69105,1.4561194844993863e-15,6.274517421073983e-14
138,GRIP1,7.935877,1.3268874,2.090134707287959e-15,8.938041194410107e-14
139,NECTIN3,7.918434,0.4702535,2.4052061608628677e-15,1.0233500109396363e-13
140,VPS13B,7.8636374,0.545422,3.731362072557497e-15,1.5720457651663072e-13
141,RRM2,7.843383,0.82675207,4.385687322598806e-15,1.8336194580481254e-13
142,HNF4G,7.828572,0.6298918,4.9344325302365955e-15,2.0604919996309742e-13
143,PHYHIPL,7.828124,2.76378,4.9520330817884395e-15,2.0652854904764145e-13
144,SMC1A,7.810419,1.0733747,5.699811817717789e-15,2.368370082879288e-13
145,TRABD2A,7.8094854,0.97823936,5.742193415973667e-15,2.383045582471728e-13
146,EXOC6B,7.7425537,0.85880256,9.743968446603026e-15,3.96098187214923e-13
147,SLC7A8,7.660161,1.1652225,1.8570011451212652e-14,7.371202192516646e-13
148,MYO10,7.6493607,0.4347766,2.0198106115989616e-14,8.008038782062158e-13
149,NEO1,7.64348,0.85661215,2.114281029461009e-14,8.362935748419044e-13
150,CA8,7.6233315,1.5672021,2.4721079234028433e-14,9.732662932976887e-13
151,SMARCC1,7.6037564,0.41931137,2.876561631904164e-14,1.120729670443955e-12
152,PHACTR4,7.590614,0.6898722,3.183938467526694e-14,1.2376276946353762e-12
153,SLC38A11,7.5767527,2.9236906,3.543108453514289e-14,1.3724968911776364e-12
154,IGF1R,7.544136,0.8969977,4.55295867026524e-14,1.745645744713059e-12
155,FAM184B,7.502657,2.217078,6.253697747721324e-14,2.378802277430862e-12
156,CADPS,7.498737,0.71554345,6.443582771175605e-14,2.448271201570551e-12
157,HMGB1,7.4873767,0.9904542,7.026387368823853e-14,2.663711346338391e-12
158,SPIDR,7.4629474,0.29824552,8.460812781096579e-14,3.196728143720029e-12
159,SATB2,7.444396,1.1884491,9.738882956135183e-14,3.659130411358587e-12
160,TCF12,7.424977,0.34429657,1.1279971316661275e-13,4.228735913601683e-12
161,NSD2,7.405631,0.6409609,1.3052824498640148e-13,4.8825088534824685e-12
162,LYRM4,7.3640156,0.881117,1.7845867690212948e-13,6.5935406196289815e-12
163,LRIG1,7.326736,0.638536,2.358260862724491e-13,8.639274865181795e-12
164,FGGY,7.2729006,0.68697554,3.518498048915159e-13,1.2778700125984657e-11
165,LDLRAD3,7.2496943,0.7780146,4.1771339307392317e-13,1.5121941933813484e-11
166,ITGB8,7.232803,1.5073737,4.731255809244486e-13,1.7018397761610763e-11
167,ARID1B,7.230095,0.33200347,4.826574051925494e-13,1.734276980958106e-11
168,PRUNE2,7.2103887,0.8979072,5.579241993059313e-13,1.9983399665161485e-11
169,ENAH,7.20468,0.8813945,5.818035770953618e-13,2.079454734237024e-11
170,CENPF,7.197003,1.0875317,6.155050477121157e-13,2.1952579608675246e-11
171,TNPO1,7.1931453,0.8571355,6.331558403977594e-13,2.2558266161584374e-11
172,SDK2,7.1812363,1.6853362,6.908383251846832e-13,2.450986865586878e-11
173,PBRM1,7.16737,0.9056413,7.645222531819881e-13,2.698219751292916e-11
174,KALRN,7.1277313,0.79976135,1.0203677693061503e-12,3.567586376827929e-11
175,RANBP2,7.102382,0.668542,1.2262474595756878e-12,4.2565421076217806e-11
176,ZFHX3,7.0883355,0.5362911,1.3573463667540966e-12,4.701937003519837e-11
177,DIAPH3,7.0835304,0.76568323,1.405275187888043e-12,4.84805570954423e-11
178,SNTB1,7.083225,0.46660447,1.4083807781139753e-12,4.853806685757459e-11
179,NCL,7.0793533,0.57152915,1.4482869069972407e-12,4.976089637687057e-11
180,PMFBP1,7.066776,1.9762154,1.5857503729248922e-12,5.437318860008726e-11
181,XRCC5,7.0541244,0.67016196,1.7369118085463386e-12,5.931518666027678e-11
182,LINC01967,7.013598,1.4254006,2.322658601012409e-12,7.876030271171726e-11
183,HECW2,7.0040483,1.3891819,2.4867054097174922e-12,8.415390223055988e-11
184,IVNS1ABP,6.971262,0.82391435,3.141102374443504e-12,1.0598079411372383e-10
185,RERE,6.9597926,0.23900796,3.4077360224468464e-12,1.1440498845508118e-10
186,HMGA2,6.8933525,1.1836455,5.449267274164852e-12,1.8114116042396266e-10
187,ATAD2,6.859998,0.8812914,6.886133370773054e-12,2.2600986374502222e-10
188,NSMCE2,6.8549256,0.4820025,7.134954826110647e-12,2.3394885892417225e-10
189,CEMIP,6.8207226,0.5753519,9.058362478528518e-12,2.9500883207099634e-10
190,MIR4500HG,6.816835,1.5207338,9.306803246480241e-12,3.0280765818345547e-10
191,ABCC1,6.8092127,0.6276329,9.81344310232175e-12,3.18677160993586e-10
192,MT-ND6,6.7682223,0.25530374,1.3037429290206439e-11,4.209405399536509e-10
193,LRBA,6.7578506,0.15174061,1.400538464790252e-11,4.5176068644381553e-10
194,MAML3,6.7476783,0.5936289,1.502297533389712e-11,4.836595303107718e-10
195,PCCA,6.7253103,0.6450764,1.7521878315197353e-11,5.608995961620101e-10
196,PGM5,6.6938863,1.7941539,2.1732016379483904e-11,6.943543869732831e-10
197,FOSB,6.6692414,0.6153742,2.5712882033607764e-11,8.176744955833421e-10
198,ENSG00000287117,6.654417,0.52127486,2.8442537841970116e-11,9.010809641202552e-10
199,TTC29,6.6338563,2.766801,3.2702820161826197e-11,1.0331396556741723e-09
200,TTC6,6.633638,1.2996458,3.27512710090799e-11,1.0337024170686209e-09
201,R3HDM1,6.5964456,0.8818913,4.211326425519648e-11,1.3205404609389677e-09
202,SLC4A7,6.5690756,0.8586773,5.062850761928916e-11,1.578748472342714e-09
203,RSRC1,6.5478215,0.7294965,5.838234371920804e-11,1.8104965782041168e-09
204,TSPAN5,6.5375648,0.56993246,6.252861853551991e-11,1.935518889347194e-09
205,HES1,6.5256257,0.9198075,6.771819466168834e-11,2.0904042890076525e-09
206,DNAH6,6.523166,1.194694,6.883862531422603e-11,2.1230486454314314e-09
207,C1QTNF3-AMACR,6.496946,0.69926697,8.196698098121878e-11,2.518730362756213e-09
208,JMJD1C,6.4542522,0.173219,1.0875469243051841e-10,3.3117178001856416e-09
209,PHLPP1,6.449906,0.58992773,1.119197959721496e-10,3.4050260740309535e-09
210,INVS,6.399753,0.44352844,1.5562831136747173e-10,4.692492605485698e-09
211,TULP4,6.387222,0.69542867,1.6892643387772759e-10,5.0707988247638155e-09
212,MFSD14CP,6.386624,0.5941963,1.695879295049171e-10,5.086130436885247e-09
213,PRIM2,6.3499227,0.7670041,2.1542290747299717e-10,6.398212058220884e-09
214,PRKAG2,6.3174806,1.0818151,2.6586155116180865e-10,7.827372370156565e-09
215,FANCC,6.312613,0.5780297,2.743631213437109e-10,8.07062921895101e-09
216,SLC18A1,6.2892213,2.3331294,3.190626105749503e-10,9.320495654371276e-09
217,MGST1,6.282071,1.0107936,3.340922577472294e-10,9.751101017639722e-09
218,ALMS1,6.261906,1.2317805,3.802995973186848e-10,1.1042434090819642e-08
219,TRIM24,6.241272,0.50711286,4.340269656012411e-10,1.2516298990928097e-08
220,GAB2,6.2004867,1.0202408,5.628888155888298e-10,1.613582722002304e-08
221,FAM172A,6.1954412,0.685506,5.812197299555384e-10,1.664715932826814e-08
222,TOP2A,6.192364,1.4289931,5.926833822971838e-10,1.6932377069184573e-08
223,STXBP6,6.182252,0.5431067,6.319354566444269e-10,1.799282895120925e-08
224,EZH2,6.1514564,0.8115374,7.67747644906558e-10,2.1694979513523674e-08
225,ENSG00000283674,6.1318784,0.441889,8.684749156619557e-10,2.44593853542858e-08
226,MMS22L,6.1235514,1.2140466,9.151227028832203e-10,2.5644717604053034e-08
227,TRMT11,6.1130624,0.6150941,9.77371787709386e-10,2.7343718173561097e-08
228,DNAH7,6.0871453,1.2637001,1.1494171808399703e-09,3.205069064590132e-08
229,ZNF618,6.0747256,2.2170181,1.2419972248457035e-09,3.457507125931852e-08
230,ENSG00000259345,6.0181165,1.7126855,1.764580539843279e-09,4.860158972596917e-08
231,MTND1P23,6.0075426,0.44021994,1.883560602118265e-09,5.158387558073885e-08
232,MSRA,6.004365,1.0912238,1.920822058059261e-09,5.251907312716326e-08
233,HELLS,5.9338183,1.1509666,2.9596915249824834e-09,7.945633035039994e-08
234,HMGB1P5,5.9161763,1.0960183,3.2951196181359237e-09,8.788722206790994e-08
235,LINC01572,5.900677,0.6662988,3.620121761606536e-09,9.632721469763764e-08
236,ACACA,5.894704,0.60333264,3.753539381092951e-09,9.979859631054072e-08
237,CPA6,5.891854,2.0204391,3.8188743381372595e-09,1.0145576391240247e-07
238,PDE7A,5.8846326,1.066594,3.98939641657073e-09,1.055703804667423e-07
239,ANKH,5.8767967,0.75118977,4.182807676086258e-09,1.1060182679557238e-07
240,EIF3A,5.861631,0.48542312,4.583424664338571e-09,1.2081620951154954e-07
241,MYB,5.8167996,1.0196632,5.998497521090076e-09,1.564059554571709e-07
242,LINC01748,5.816532,0.51093507,6.008102051794338e-09,1.5653541561972272e-07
243,RNF130,5.811189,0.8830943,6.203060677804299e-09,1.6136566481813185e-07
244,BBS9,5.8079815,1.3046993,6.3230574912143624e-09,1.6436052369304513e-07
245,DTWD2,5.795838,0.71531135,6.7980987920711834e-09,1.7630119388507433e-07
246,BCAS3,5.7407765,0.93836796,9.424343680164971e-09,2.416241305233785e-07
247,LMNB1,5.732714,1.176175,9.883599546308609e-09,2.5263079446397916e-07
248,ATF3,5.730874,0.5225669,9.991431031348268e-09,2.5500066792563584e-07
249,CACNB2,5.724497,1.6284772,1.0374083404998188e-08,2.6396800458871713e-07
250,POLA1,5.7137947,0.72095615,1.1048435935795694e-08,2.8028137479229077e-07
251,KPNA3,5.7129564,0.9075763,1.1103011541227682e-08,2.8124295000076726e-07
252,LEF1,5.704736,1.9677343,1.1652354004849041e-08,2.947154603625237e-07
253,RAP1GAP2,5.6640053,0.73686266,1.4787991236893293e-08,3.695902402465035e-07
254,KIAA1549L,5.660426,1.1080229,1.509976798679737e-08,3.7710301397079434e-07
255,SIPA1L2,5.6576166,1.592963,1.5348944042697878e-08,3.824766410639781e-07
256,SORBS1,5.640851,0.48307613,1.69211759985511e-08,4.201033687940501e-07
257,ENSG00000285756,5.5851264,0.2632689,2.3353041012507713e-08,5.717936166632876e-07
258,ENSG00000280145,5.565038,1.1855907,2.620952476519092e-08,6.398765308086409e-07
259,GPRIN3,5.5606127,0.77440816,2.688295113952758e-08,6.548958638611267e-07
260,TASP1,5.5331774,0.43128633,3.14481077451085e-08,7.628031310711437e-07
261,ANOS1,5.5038476,2.0220516,3.7159070946749396e-08,8.980996086986566e-07
262,STXBP5,5.500618,0.9187969,3.784625831979307e-08,9.133996821958642e-07
263,MIR548XHG,5.4962416,0.27377528,3.8797110899189056e-08,9.350103726704563e-07
264,FOXP2,5.394113,1.0185575,6.886293862127234e-08,1.6123772026937743e-06
265,DLEU2,5.3798013,0.71168953,7.456801642720872e-08,1.7399203833015367e-06
266,ENSG00000231873,5.3708878,2.8151639,7.835002676360631e-08,1.8243822657032967e-06
267,CHGA,5.367396,2.4810588,7.988163679452302e-08,1.8574820299429405e-06
268,TMEM117,5.322728,0.6641218,1.0222245854240715e-07,2.360702088446829e-06
269,ENSG00000290902,5.291987,4.4966335,1.2099457053697718e-07,2.775225567585051e-06
270,KLHL23,5.2888474,1.1503305,1.230896360478872e-07,2.8194462459305597e-06
271,CEP112,5.28185,1.2408409,1.2788594544457498e-07,2.9233548775744988e-06
272,SUMF1,5.260719,0.7360553,1.4349340481114168e-07,3.2602474601534815e-06
273,SYK,5.246776,1.1044356,1.5478394519053387e-07,3.497930549717758e-06
274,PTPRO,5.2444334,1.9771324,1.5676323594848925e-07,3.540288876105774e-06
275,MAPKAP1,5.2393146,0.6049153,1.6117415996066756e-07,3.6350375381503496e-06
276,PABPC1,5.1874065,0.3186466,2.1324286199164924e-07,4.744598651495313e-06
277,DEPDC1B,5.1873355,1.2260735,2.1332413024061618e-07,4.744598651495313e-06
278,XDH,5.164356,1.9763097,2.41268031019481e-07,5.33096487661905e-06
279,DNAJA1,5.1632204,0.6920397,2.4273712396323063e-07,5.359915289606938e-06
280,FANCL,5.1597257,0.78043216,2.473118151278686e-07,5.450229028356817e-06
281,MAP3K20,5.1579213,0.6031558,2.4970671250790765e-07,5.499415456930029e-06
282,HNRNPA2B1,5.1481557,0.32739457,2.6306039445163937e-07,5.7746634409878415e-06
283,TET1,5.143555,0.8716755,2.695873623427293e-07,5.91025185538901e-06
284,STAU2,5.1432195,0.5288766,2.700698889476401e-07,5.916985748761933e-06
285,DHX9,5.128515,0.70532805,2.920367261216724e-07,6.381683380404941e-06
286,LINC01036,5.105789,0.87187207,3.294165058581826e-07,7.11700380143844e-06
287,CNTRL,5.094642,1.0457603,3.4940044915378426e-07,7.527950928766718e-06
288,SLC16A10,5.092592,0.8493747,3.5320141607372454e-07,7.604987733457221e-06
289,ENSG00000230021,5.0594506,0.28669238,4.20465611672148e-07,8.944835900263728e-06
290,SMARCA2,5.0473046,0.9256344,4.480868583362593e-07,9.508459497022257e-06
291,RBL1,5.0341344,0.82228374,4.80012890625864e-07,1.0160373230687986e-05
292,DOCK8,5.0192113,1.5302057,5.188400510863003e-07,1.0941039577282358e-05
293,MT-CO3,5.0059566,0.09710599,5.558524947609694e-07,1.1685023783947108e-05
294,SGMS1,4.969103,0.4317877,6.726344061500367e-07,1.4040391452886188e-05
295,PRTFDC1,4.9075546,1.3903148,9.221895741706412e-07,1.900713270159892e-05
296,MAGED1,4.9008574,0.5142842,9.541917518187657e-07,1.9642727093572395e-05
297,FREM1,4.8846245,0.93239856,1.0362624918692486e-06,2.1228595310059773e-05
298,DSE,4.8734937,1.3861595,1.0964183732572848e-06,2.2420094493151993e-05
299,NDUFAF6,4.869401,0.69340605,1.119369858021221e-06,2.2847875988890502e-05
300,ENSG00000285280,4.8676076,0.7055331,1.1295744014570492e-06,2.3042225093809457e-05
301,WDPCP,4.8578224,0.6761279,1.1868365191969248e-06,2.4137350306030287e-05
302,PTPRG,4.8486605,0.7754595,1.2429805528757954e-06,2.5203223469969555e-05
303,ENSG00000274333,4.815295,0.6873224,1.4698228868305898e-06,2.9607059224874092e-05
304,BRIP1,4.8068595,0.7440196,1.5331980622580017e-06,3.07917277503482e-05
305,TRIM44,4.8056006,0.7237004,1.5428754198876121e-06,3.0967648225465814e-05
306,JPH1,4.802297,0.65902764,1.5685560133145197e-06,3.142700706011395e-05
307,AGBL4,4.801249,1.2211204,1.5767914309742106e-06,3.155453314416955e-05
308,ZMIZ1,4.7975087,0.40152875,1.606513014816887e-06,3.2073224331314656e-05
309,NASP,4.7603245,0.68118167,1.9328217612468665e-06,3.831574983811356e-05
310,ULK4,4.752939,0.861373,2.00480594048071e-06,3.962633417212604e-05
311,SLAIN1,4.740255,1.4465727,2.1344933186226647e-06,4.2017388897507995e-05
312,KCNB2,4.737353,2.9329684,2.165278671913553e-06,4.2548923931487056e-05
313,HUWE1,4.736078,0.28911117,2.1789377843758703e-06,4.2775578675211986e-05
314,NCALD,4.733599,0.7732638,2.205732773951969e-06,4.324312829351507e-05
315,TLE1,4.7265005,0.7018281,2.2842202168784326e-06,4.465213795914155e-05
316,CIT,4.7166095,0.6667615,2.398074143056683e-06,4.671537043113885e-05
317,PRKACB,4.71344,1.621773,2.4356976974760235e-06,4.742091189431104e-05
318,STMN1,4.6932206,1.3545821,2.689374610007528e-06,5.2119183998652496e-05
319,XPO4,4.6862288,0.61711794,2.7828549232060714e-06,5.3868918593788213e-05
320,KSR2,4.677926,1.2682637,2.89790762525033e-06,5.599965823364613e-05
321,DDX10,4.676908,0.9116025,2.912329945414177e-06,5.624614330754111e-05
322,BRCA2,4.6522384,1.1305814,3.283510881131983e-06,6.298218142660211e-05
323,REV3L,4.644965,0.79684424,3.4013349374073038e-06,6.502041970998438e-05
324,CDK8,4.6427183,0.56852335,3.438547241390436e-06,6.565737630136577e-05
325,GPATCH2,4.595517,0.6092147,4.316770224222573e-06,8.127668937794062e-05
326,VTI1A,4.5950723,0.38203326,4.325993185915784e-06,8.140491360446099e-05
327,ENSG00000291102,4.5904694,0.6540459,4.4225057387012635e-06,8.312832513859646e-05
328,RTKN2,4.58155,0.96330875,4.615423624754568e-06,8.651355172178842e-05
329,HERC2,4.5782137,0.49117267,4.689634261403724e-06,8.770967848102087e-05
330,ZFAND3,4.5616937,0.15078703,5.074263295367379e-06,9.458875336226264e-05
331,FTO,4.5296173,0.63978654,5.909058806918442e-06,0.00010912514731550532
